HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported
Mars,0,D/53/P,PSO J318.5-22,37.0,0,295.0,1575.0,19.0,515.0,0.0,False
Earth,1,G/249/S,TRAPPIST-1e,39.0,0,0.0,0.0,0.0,0.0,0.0,True
Earth,0,F/308/S,55 Cancri e,25.0,0,553.0,0.0,1.0,239.0,8.0,True
Earth,0,F/308/S,PSO J318.5-22,25.0,0,172.0,129.0,41.0,0.0,341.0,False
Mars,1,F/323/P,TRAPPIST-1e,35.0,0,0.0,0.0,0.0,0.0,0.0,True
Earth,1,G/250/S,PSO J318.5-22,0.0,0,0.0,0.0,0.0,0.0,0.0,True
Earth,0,G/250/S,55 Cancri e,46.0,0,612.0,0.0,62.0,0.0,0.0,True
Earth,0,G/250/S,TRAPPIST-1e,4.0,0,0.0,0.0,0.0,0.0,0.0,True
Europa,1,C/59/P,55 Cancri e,19.0,0,0.0,0.0,0.0,0.0,0.0,True
Europa,0,C/59/P,TRAPPIST-1e,29.0,0,0.0,930.0,0.0,2113.0,98.0,False
Earth,0,F/324/P,TRAPPIST-1e,19.0,0,0.0,9.0,0.0,0.0,1.0,False
Europa,1,B/71/S,TRAPPIST-1e,47.0,0,0.0,0.0,0.0,0.0,0.0,True
Earth,1,G/252/S,PSO J318.5-22,1.0,0,0.0,0.0,0.0,0.0,0.0,True
Earth,1,G/252/S,TRAPPIST-1e,4.0,0,0.0,0.0,0.0,0.0,0.0,False
Earth,0,F/309/S,TRAPPIST-1e,37.0,0,0.0,27.0,11.0,732.0,5.0,False
Earth,0,E/118/S,TRAPPIST-1e,61.0,0,1215.0,32.0,0.0,0.0,362.0,False
Europa,1,C/62/S,TRAPPIST-1e,32.0,0,0.0,0.0,0.0,0.0,0.0,True
Earth,1,G/261/P,TRAPPIST-1e,4.0,0,0.0,0.0,0.0,0.0,0.0,True
Earth,1,G/261/P,TRAPPIST-1e,16.0,0,0.0,0.0,0.0,0.0,0.0,True
Earth,1,G/253/S,55 Cancri e,25.0,0,0.0,0.0,0.0,0.0,0.0,False
Earth,0,F/325/P,TRAPPIST-1e,22.0,0,1300.0,0.0,0.0,0.0,1134.0,False
Earth,0,G/254/S,TRAPPIST-1e,41.0,0,139.0,666.0,6.0,71.0,25.0,False
Earth,1,G/255/S,TRAPPIST-1e,25.0,0,0.0,0.0,0.0,0.0,0.0,True
Earth,0,E/119/S,TRAPPIST-1e,19.0,0,414.0,0.0,66.0,307.0,0.0,False
Earth,0,G/262/P,TRAPPIST-1e,21.0,0,305.0,0.0,1.0,618.0,2.0,True
Earth,0,F/327/P,55 Cancri e,14.0,0,0.0,2.0,0.0,0.0,794.0,False
Earth,1,F/856/P,55 Cancri e,18.0,0,0.0,0.0,0.0,0.0,0.0,False
Earth,0,G/264/P,TRAPPIST-1e,34.0,0,0.0,0.0,885.0,0.0,0.0,True
Earth,0,F/328/P,TRAPPIST-1e,33.0,0,954.0,0.0,10.0,3.0,2.0,False
Earth,1,G/265/P,55 Cancri e,14.0,0,0.0,0.0,0.0,0.0,0.0,False
Earth,1,G/258/S,55 Cancri e,28.0,0,0.0,0.0,0.0,0.0,0.0,True
Earth,1,G/266/P,PSO J318.5-22,43.0,0,0.0,0.0,0.0,0.0,0.0,False
Earth,0,G/266/P,55 Cancri e,3.0,0,0.0,0.0,0.0,0.0,0.0,True
Earth,1,G/266/P,PSO J318.5-22,0.0,0,0.0,0.0,0.0,0.0,0.0,True
Europa,0,A/19/S,TRAPPIST-1e,47.0,0,4.0,1303.0,830.0,774.0,2.0,False
Earth,0,G/1368/P,TRAPPIST-1e,28.0,0,3202.0,0.0,0.0,0.0,5.0,False
Earth,0,F/310/S,TRAPPIST-1e,40.0,0,0.0,807.0,0.0,0.0,0.0,True
Earth,0,F/311/S,TRAPPIST-1e,17.0,0,1.0,160.0,37.0,0.0,0.0,False
Earth,0,G/267/P,TRAPPIST-1e,21.0,0,0.0,0.0,218.0,109.0,5321.0,False
Mars,0,F/312/S,TRAPPIST-1e,27.0,0,1150.0,0.0,6.0,4.0,0.0,True
Earth,0,F/313/S,TRAPPIST-1e,41.0,0,0.0,82.0,3.0,0.0,718.0,False
Earth,0,E/122/S,TRAPPIST-1e,20.0,0,0.0,1.0,0.0,905.0,0.0,False
Europa,0,A/20/S,TRAPPIST-1e,56.0,0,0.0,0.0,0.0,0.0,0.0,False
Europa,0,A/20/S,TRAPPIST-1e,57.0,0,0.0,62.0,0.0,2136.0,178.0,False
Europa,1,A/20/S,TRAPPIST-1e,48.0,0,0.0,0.0,0.0,0.0,0.0,True
Europa,0,A/20/S,TRAPPIST-1e,37.0,0,0.0,2390.0,0.0,1306.0,0.0,False
Earth,0,F/314/S,PSO J318.5-22,20.0,0,127.0,0.0,0.0,542.0,0.0,False
Earth,1,G/268/P,PSO J318.5-22,36.0,0,0.0,0.0,0.0,0.0,0.0,True
Europa,0,D/59/S,TRAPPIST-1e,38.0,0,158.0,787.0,2820.0,0.0,86.0,True
Earth,0,F/316/S,TRAPPIST-1e,22.0,0,2.0,0.0,6.0,101.0,536.0,False
Mars,0,F/317/S,TRAPPIST-1e,31.0,0,2436.0,0.0,147.0,16.0,0.0,False
Mars,1,F/317/S,TRAPPIST-1e,0.0,0,0.0,0.0,0.0,0.0,0.0,True
Mars,0,F/317/S,55 Cancri e,21.0,0,1481.0,0.0,881.0,0.0,0.0,False
Earth,0,G/269/P,TRAPPIST-1e,49.0,0,0.0,67.0,213.0,2.0,1442.0,False
Earth,1,G/269/P,TRAPPIST-1e,44.0,0,0.0,0.0,0.0,0.0,0.0,False
Europa,0,B/73/S,55 Cancri e,27.0,0,0.0,859.0,0.0,6704.0,64.0,False
Earth,0,F/318/S,TRAPPIST-1e,29.0,0,7.0,0.0,0.0,797.0,0.0,False
Earth,0,F/330/P,55 Cancri e,16.0,0,876.0,0.0,5.0,1.0,16.0,False
Earth,1,G/260/S,PSO J318.5-22,20.0,0,0.0,0.0,0.0,0.0,0.0,False
Earth,1,G/270/P,TRAPPIST-1e,26.0,0,0.0,0.0,0.0,0.0,0.0,False
Earth,0,E/103/P,TRAPPIST-1e,19.0,0,5.0,87.0,0.0,0.0,0.0,False
Earth,0,G/261/S,TRAPPIST-1e,34.0,0,1.0,89.0,0.0,793.0,0.0,False
Mars,1,F/331/P,TRAPPIST-1e,38.0,0,0.0,0.0,0.0,0.0,0.0,True
Earth,0,F/1411/P,55 Cancri e,51.0,0,0.0,260.0,91.0,0.0,264.0,False
Earth,0,G/272/P,55 Cancri e,7.0,0,0.0,0.0,0.0,0.0,0.0,False
Earth,1,G/272/P,TRAPPIST-1e,3.0,0,0.0,0.0,0.0,0.0,0.0,True
Mars,0,F/334/P,TRAPPIST-1e,26.0,1,714.0,450.0,208.0,0.0,44.0,False
Earth,0,E/124/S,TRAPPIST-1e,27.0,0,233.0,554.0,0.0,0.0,0.0,False
Earth,1,G/657/P,TRAPPIST-1e,7.0,0,0.0,0.0,0.0,0.0,0.0,False
Earth,1,G/262/S,TRAPPIST-1e,19.0,0,0.0,0.0,0.0,0.0,0.0,True
Earth,0,F/335/P,TRAPPIST-1e,28.0,0,0.0,26.0,88.0,5.0,754.0,False
Mars,0,F/321/S,TRAPPIST-1e,27.0,0,3482.0,1234.0,1155.0,0.0,0.0,False
Earth,1,G/263/S,PSO J318.5-22,31.0,0,0.0,0.0,0.0,0.0,0.0,True
Earth,0,G/264/S,TRAPPIST-1e,26.0,0,324.0,0.0,201.0,2.0,256.0,False
Europa,0,B/55/P,TRAPPIST-1e,43.0,0,0.0,760.0,17.0,15331.0,427.0,False
Earth,0,G/274/P,TRAPPIST-1e,23.0,0,0.0,13.0,0.0,773.0,0.0,False
Earth,1,E/125/S,PSO J318.5-22,14.0,0,0.0,0.0,0.0,0.0,0.0,True
Earth,0,F/336/P,55 Cancri e,47.0,0,0.0,574.0,0.0,0.0,68.0,True
Europa,1,B/74/S,TRAPPIST-1e,17.0,0,0.0,0.0,0.0,0.0,0.0,True
Europa,0,B/74/S,TRAPPIST-1e,64.0,0,0.0,4.0,0.0,6200.0,622.0,False
Mars,0,D/60/S,TRAPPIST-1e,13.0,0,1112.0,0.0,687.0,0.0,3.0,False
Mars,0,D/60/S,55 Cancri e,18.0,0,86.0,1164.0,516.0,0.0,0.0,True
Mars,0,E/126/S,TRAPPIST-1e,29.0,1,0.0,0.0,0.0,0.0,0.0,False
Earth,0,F/338/P,PSO J318.5-22,70.0,0,0.0,3.0,1.0,2.0,1290.0,False
Mars,0,F/326/S,TRAPPIST-1e,23.0,0,31.0,0.0,1247.0,0.0,47.0,False
Mars,0,D/61/S,TRAPPIST-1e,23.0,0,2210.0,0.0,89.0,0.0,0.0,True
Mars,0,B/183/S,TRAPPIST-1e,35.0,0,1313.0,0.0,24.0,0.0,1.0,False
Mars,0,E/127/S,TRAPPIST-1e,17.0,0,1744.0,0.0,136.0,8.0,8.0,False
Mars,1,F/326/S,TRAPPIST-1e,26.0,0,0.0,0.0,0.0,0.0,0.0,True
Mars,0,D/61/S,TRAPPIST-1e,15.0,0,1554.0,0.0,646.0,20.0,1241.0,False
Mars,0,F/326/S,TRAPPIST-1e,19.0,0,285.0,54.0,1246.0,102.0,0.0,False
Earth,1,G/276/P,PSO J318.5-22,20.0,0,0.0,0.0,0.0,0.0,0.0,True
Earth,0,F/327/S,TRAPPIST-1e,51.0,0,437.0,244.0,908.0,825.0,0.0,False
Mars,0,F/339/P,TRAPPIST-1e,17.0,0,139.0,0.0,959.0,21.0,0.0,False
Mars,0,F/339/P,TRAPPIST-1e,27.0,0,103.0,1.0,49.0,2421.0,24.0,False
Earth,0,G/277/P,TRAPPIST-1e,43.0,0,84.0,726.0,2.0,0.0,0.0,False
Earth,0,G/265/S,TRAPPIST-1e,5.0,0,0.0,0.0,0.0,0.0,0.0,False
Earth,1,G/266/S,TRAPPIST-1e,17.0,0,0.0,0.0,0.0,0.0,0.0,False
Earth,0,E/105/P,TRAPPIST-1e,40.0,0,813.0,0.0,473.0,236.0,0.0,True
Earth,0,E/105/P,TRAPPIST-1e,38.0,0,4.0,0.0,0.0,0.0,1679.0,False
Earth,1,C/21/P,TRAPPIST-1e,20.0,0,0.0,0.0,0.0,0.0,0.0,True
Earth,1,G/278/P,TRAPPIST-1e,13.0,0,0.0,0.0,0.0,0.0,0.0,False
Earth,0,F/341/P,TRAPPIST-1e,15.0,0,320.0,36.0,5.0,0.0,640.0,False
Earth,0,E/128/S,TRAPPIST-1e,15.0,0,852.0,0.0,0.0,135.0,0.0,False
Europa,0,A/21/S,55 Cancri e,59.0,0,8.0,1563.0,0.0,73.0,31.0,True
Earth,0,F/328/S,TRAPPIST-1e,24.0,0,0.0,201.0,0.0,0.0,603.0,False
Mars,1,F/342/P,TRAPPIST-1e,27.0,0,0.0,0.0,0.0,0.0,0.0,True
Mars,0,D/54/P,55 Cancri e,52.0,0,1279.0,0.0,1061.0,359.0,0.0,False
Earth,0,G/280/P,TRAPPIST-1e,38.0,0,553.0,0.0,0.0,87.0,243.0,False
Earth,0,F/343/P,TRAPPIST-1e,26.0,0,21.0,0.0,499.0,568.0,0.0,True
Earth,0,E/106/P,55 Cancri e,17.0,0,68.0,0.0,0.0,0.0,795.0,True
Earth,1,G/281/P,PSO J318.5-22,17.0,0,0.0,0.0,0.0,0.0,0.0,True
Earth,0,G/281/P,55 Cancri e,20.0,0,1.0,808.0,0.0,0.0,0.0,True
Earth,0,F/344/P,TRAPPIST-1e,15.0,0,1336.0,108.0,0.0,0.0,0.0,False
Earth,1,G/283/P,TRAPPIST-1e,30.0,0,0.0,0.0,0.0,0.0,0.0,True
Earth,1,G/284/P,PSO J318.5-22,22.0,0,0.0,0.0,0.0,0.0,0.0,False
Earth,0,E/129/S,TRAPPIST-1e,18.0,0,0.0,0.0,19.0,467.0,0.0,False
Earth,1,G/268/S,55 Cancri e,22.0,0,0.0,0.0,0.0,0.0,0.0,True
Earth,1,G/269/S,PSO J318.5-22,20.0,0,0.0,0.0,0.0,0.0,0.0,True
Earth,0,G/270/S,TRAPPIST-1e,22.0,0,762.0,13.0,10.0,0.0,0.0,False
Mars,0,D/55/P,PSO J318.5-22,34.0,1,49.0,478.0,387.0,0.0,0.0,False
Europa,0,E/130/S,TRAPPIST-1e,28.0,0,0.0,1310.0,0.0,221.0,6064.0,False
Mars,1,F/331/S,TRAPPIST-1e,50.0,0,0.0,0.0,0.0,0.0,0.0,True
Earth,0,G/271/S,55 Cancri e,19.0,0,0.0,0.0,496.0,13.0,0.0,True
Earth,0,G/287/P,TRAPPIST-1e,21.0,0,0.0,0.0,0.0,2.0,807.0,False
Earth,0,G/287/P,TRAPPIST-1e,0.0,0,0.0,0.0,0.0,0.0,0.0,False
Earth,0,G/287/P,TRAPPIST-1e,4.0,0,0.0,0.0,0.0,0.0,0.0,True
Earth,1,G/288/P,PSO J318.5-22,59.0,0,0.0,0.0,0.0,0.0,0.0,False
Earth,0,F/333/S,55 Cancri e,15.0,0,1006.0,1.0,0.0,0.0,308.0,True
Earth,1,G/272/S,TRAPPIST-1e,24.0,0,0.0,0.0,0.0,0.0,0.0,True
Earth,1,G/273/S,TRAPPIST-1e,26.0,0,0.0,0.0,0.0,0.0,0.0,False
Earth,0,F/334/S,TRAPPIST-1e,67.0,0,26.0,809.0,0.0,39.0,26.0,False
Earth,0,G/274/S,TRAPPIST-1e,55.0,0,587.0,0.0,0.0,318.0,3.0,False
Earth,0,F/336/S,TRAPPIST-1e,50.0,0,742.0,21.0,10.0,26.0,4.0,False
Earth,0,F/347/P,55 Cancri e,23.0,0,145.0,490.0,17.0,49.0,1.0,False
Earth,0,E/132/S,PSO J318.5-22,21.0,0,2400.0,7.0,0.0,20.0,0.0,True
Earth,0,G/275/S,TRAPPIST-1e,15.0,0,104.0,0.0,0.0,174.0,253.0,False
Europa,0,E/133/S,TRAPPIST-1e,41.0,0,0.0,3240.0,0.0,59.0,0.0,True
Mars,1,F/337/S,TRAPPIST-1e,59.0,0,0.0,0.0,0.0,0.0,0.0,True
Mars,0,E/134/S,TRAPPIST-1e,18.0,0,0.0,0.0,0.0,0.0,0.0,False
Earth,0,F/338/S,55 Cancri e,21.0,0,112.0,0.0,0.0,0.0,1333.0,False
Europa,1,C/65/S,55 Cancri e,14.0,0,0.0,0.0,0.0,0.0,0.0,True
Europa,0,C/65/S,TRAPPIST-1e,50.0,0,3677.0,782.0,0.0,6.0,1168.0,True
Europa,0,C/65/S,TRAPPIST-1e,32.0,0,2973.0,3368.0,124.0,57.0,42.0,True
Europa,1,C/65/S,TRAPPIST-1e,46.0,0,0.0,0.0,0.0,0.0,0.0,True
Earth,0,G/276/S,TRAPPIST-1e,27.0,0,0.0,24.0,0.0,732.0,0.0,False
Mars,1,F/339/S,TRAPPIST-1e,58.0,0,0.0,0.0,0.0,0.0,0.0,True
Europa,1,B/75/S,55 Cancri e,15.0,0,0.0,0.0,0.0,0.0,0.0,True
Earth,0,G/291/P,TRAPPIST-1e,35.0,0,0.0,338.0,436.0,0.0,0.0,True
Mars,0,F/348/P,TRAPPIST-1e,30.0,0,1220.0,0.0,49.0,39.0,0.0,False
Mars,1,E/135/S,TRAPPIST-1e,30.0,0,0.0,0.0,0.0,0.0,0.0,True
Earth,0,G/277/S,TRAPPIST-1e,43.0,0,0.0,0.0,870.0,0.0,14.0,True
Earth,0,G/278/S,TRAPPIST-1e,21.0,0,0.0,0.0,809.0,0.0,0.0,False
Earth,1,G/279/S,PSO J318.5-22,15.0,0,0.0,0.0,0.0,0.0,0.0,False
Earth,0,F/349/P,55 Cancri e,37.0,0,164.0,603.0,0.0,0.0,11.0,True
Europa,0,C/66/S,55 Cancri e,28.0,0,0.0,11026.0,0.0,0.0,12.0,True
Earth,1,G/943/S,TRAPPIST-1e,28.0,0,0.0,0.0,0.0,0.0,0.0,False
Earth,0,F/341/S,TRAPPIST-1e,40.0,0,596.0,0.0,135.0,73.0,0.0,False
Earth,0,G/281/S,55 Cancri e,42.0,0,28.0,0.0,0.0,0.0,591.0,False
Earth,1,G/281/S,PSO J318.5-22,21.0,0,0.0,0.0,0.0,0.0,0.0,False
Mars,1,E/107/P,55 Cancri e,31.0,0,0.0,0.0,0.0,0.0,0.0,False
Earth,0,F/342/S,TRAPPIST-1e,51.0,0,28.0,94.0,0.0,34.0,638.0,False
Mars,0,F/352/P,TRAPPIST-1e,73.0,0,27.0,2.0,71.0,1208.0,0.0,False
Europa,1,C/67/S,TRAPPIST-1e,26.0,0,0.0,0.0,0.0,0.0,0.0,True
Europa,1,B/57/P,55 Cancri e,33.0,0,0.0,0.0,0.0,0.0,0.0,True
Earth,0,E/137/S,TRAPPIST-1e,39.0,0,1.0,275.0,33.0,376.0,105.0,False
Earth,0,G/295/P,TRAPPIST-1e,19.0,0,5.0,639.0,0.0,84.0,180.0,False
Earth,0,G/283/S,55 Cancri e,12.0,0,0.0,0.0,0.0,0.0,0.0,True
Earth,1,G/283/S,55 Cancri e,10.0,0,0.0,0.0,0.0,0.0,0.0,False
Earth,1,G/283/S,TRAPPIST-1e,0.0,0,0.0,0.0,0.0,0.0,0.0,False
Earth,0,G/283/S,TRAPPIST-1e,0.0,0,0.0,0.0,0.0,0.0,0.0,True
Earth,1,G/283/S,TRAPPIST-1e,1.0,0,0.0,0.0,0.0,0.0,0.0,True
Earth,0,E/109/P,TRAPPIST-1e,33.0,0,0.0,0.0,2.0,787.0,1.0,False
Earth,0,F/354/P,55 Cancri e,23.0,0,0.0,169.0,0.0,553.0,0.0,False
Mars,1,F/355/P,TRAPPIST-1e,5.0,0,0.0,0.0,0.0,0.0,0.0,True
Earth,1,G/284/S,TRAPPIST-1e,24.0,0,0.0,0.0,0.0,0.0,0.0,True
Mars,0,E/138/S,TRAPPIST-1e,26.0,0,0.0,0.0,0.0,0.0,0.0,False
Europa,0,B/58/P,55 Cancri e,30.0,0,0.0,3722.0,4.0,140.0,4045.0,False
Earth,0,F/346/S,TRAPPIST-1e,33.0,0,0.0,763.0,8.0,2.0,30.0,False
Mars,0,F/356/P,TRAPPIST-1e,56.0,0,4694.0,0.0,2661.0,51.0,0.0,False
Earth,1,G/285/S,PSO J318.5-22,25.0,0,0.0,0.0,0.0,0.0,0.0,True
Earth,0,F/347/S,TRAPPIST-1e,27.0,0,928.0,20.0,0.0,0.0,0.0,False
Earth,0,F/357/P,TRAPPIST-1e,25.0,0,9.0,852.0,73.0,12.0,57.0,True
Earth,0,F/358/P,55 Cancri e,18.0,0,0.0,0.0,454.0,0.0,263.0,False
Europa,0,C/68/S,TRAPPIST-1e,60.0,1,1891.0,640.0,0.0,360.0,52.0,True
Europa,0,C/68/S,TRAPPIST-1e,41.0,0,0.0,2334.0,1.0,6.0,23.0,True
Earth,0,F/349/S,PSO J318.5-22,16.0,0,112.0,0.0,38.0,77.0,443.0,False
Earth,1,G/297/P,TRAPPIST-1e,17.0,0,0.0,0.0,0.0,0.0,0.0,True
Earth,0,G/298/P,TRAPPIST-1e,26.0,0,0.0,4.0,361.0,0.0,19.0,False
Earth,0,G/299/P,TRAPPIST-1e,31.0,0,2.0,811.0,0.0,0.0,0.0,True
Earth,0,G/117/S,TRAPPIST-1e,67.0,0,143.0,68.0,496.0,182.0,9.0,True
Earth,0,F/351/S,55 Cancri e,16.0,0,0.0,231.0,569.0,2.0,0.0,False
Earth,0,F/352/S,55 Cancri e,24.0,0,0.0,94.0,1.0,56.0,427.0,False
Earth,0,F/361/P,TRAPPIST-1e,19.0,0,0.0,1333.0,3.0,624.0,254.0,True
Europa,0,D/56/P,55 Cancri e,48.0,0,0.0,3578.0,80.0,123.0,0.0,True
Europa,0,D/56/P,TRAPPIST-1e,30.0,0,1.0,6398.0,0.0,2.0,295.0,True
Europa,0,D/56/P,TRAPPIST-1e,22.0,0,0.0,8882.0,21.0,2204.0,19.0,True
Europa,0,D/56/P,TRAPPIST-1e,28.0,1,0.0,4424.0,3.0,207.0,1572.0,True
Europa,1,D/56/P,55 Cancri e,23.0,0,0.0,0.0,0.0,0.0,0.0,True
Europa,0,D/56/P,TRAPPIST-1e,29.0,0,0.0,699.0,0.0,0.0,1955.0,False
Earth,1,G/288/S,TRAPPIST-1e,22.0,0,0.0,0.0,0.0,0.0,0.0,False
Europa,0,C/61/P,55 Cancri e,48.0,0,140.0,127.0,0.0,4102.0,521.0,False
Mars,0,F/354/S,TRAPPIST-1e,26.0,0,17.0,0.0,1582.0,0.0,0.0,True
Earth,0,F/362/P,TRAPPIST-1e,23.0,0,1639.0,1218.0,0.0,1.0,0.0,True
Earth,0,F/365/P,TRAPPIST-1e,55.0,0,1104.0,0.0,0.0,0.0,0.0,False
Europa,0,E/112/P,TRAPPIST-1e,46.0,0,2249.0,153.0,137.0,0.0,194.0,False
Earth,0,F/355/S,PSO J318.5-22,38.0,0,0.0,0.0,0.0,0.0,1381.0,False
Earth,1,G/289/S,TRAPPIST-1e,2.0,0,0.0,0.0,0.0,0.0,0.0,True
Earth,1,G/289/S,TRAPPIST-1e,3.0,0,0.0,0.0,0.0,0.0,0.0,True
Earth,0,F/366/P,TRAPPIST-1e,20.0,0,0.0,0.0,0.0,788.0,16.0,False
Earth,0,G/290/S,TRAPPIST-1e,65.0,0,5.0,317.0,0.0,0.0,123.0,False
Earth,0,G/291/S,TRAPPIST-1e,27.0,0,181.0,0.0,2.0,0.0,663.0,False
Earth,0,F/367/P,TRAPPIST-1e,25.0,0,113.0,0.0,0.0,1282.0,0.0,False
Earth,0,F/356/S,PSO J318.5-22,54.0,0,0.0,316.0,257.0,0.0,0.0,False
Earth,0,F/356/S,55 Cancri e,25.0,0,0.0,0.0,1.0,735.0,25.0,False
Earth,1,G/302/P,TRAPPIST-1e,14.0,0,0.0,0.0,0.0,0.0,0.0,True
Europa,0,A/22/S,55 Cancri e,53.0,0,0.0,13527.0,0.0,0.0,771.0,True
Earth,1,G/303/P,TRAPPIST-1e,0.0,0,0.0,0.0,0.0,0.0,0.0,True
Earth,0,E/113/P,TRAPPIST-1e,39.0,0,0.0,43.0,864.0,0.0,85.0,False
Earth,0,F/368/P,TRAPPIST-1e,22.0,0,8.0,710.0,0.0,27.0,0.0,True
Mars,0,D/63/S,55 Cancri e,31.0,0,120.0,0.0,657.0,52.0,0.0,False
Mars,1,F/357/S,TRAPPIST-1e,24.0,0,0.0,0.0,0.0,0.0,0.0,True
Europa,0,A/13/P,TRAPPIST-1e,35.0,1,0.0,1.0,0.0,0.0,3156.0,False
Europa,0,A/13/P,55 Cancri e,35.0,0,95.0,3441.0,0.0,391.0,318.0,False
Mars,1,F/358/S,TRAPPIST-1e,32.0,0,0.0,0.0,0.0,0.0,0.0,True
Mars,0,F/358/S,TRAPPIST-1e,61.0,0,953.0,415.0,974.0,0.0,133.0,False
Earth,0,F/370/P,55 Cancri e,58.0,0,14.0,0.0,1081.0,0.0,0.0,True
Mars,0,D/64/S,TRAPPIST-1e,26.0,0,1752.0,22.0,0.0,4.0,0.0,False
Earth,1,G/292/S,TRAPPIST-1e,4.0,0,0.0,0.0,0.0,0.0,0.0,False
Earth,0,G/292/S,TRAPPIST-1e,1.0,0,0.0,0.0,0.0,0.0,0.0,False
Earth,0,G/292/S,TRAPPIST-1e,8.0,0,0.0,0.0,0.0,0.0,0.0,True
Earth,0,G/292/S,TRAPPIST-1e,7.0,0,0.0,0.0,0.0,0.0,0.0,False
Earth,0,G/292/S,TRAPPIST-1e,25.0,0,0.0,60.0,0.0,646.0,1115.0,False
Earth,0,G/292/S,TRAPPIST-1e,6.0,0,0.0,0.0,0.0,0.0,0.0,False
Earth,0,F/371/P,TRAPPIST-1e,29.0,0,0.0,0.0,0.0,0.0,865.0,False
Mars,1,F/372/P,TRAPPIST-1e,64.0,0,0.0,0.0,0.0,0.0,0.0,True
Europa,0,C/70/S,TRAPPIST-1e,31.0,0,0.0,1983.0,0.0,172.0,52.0,True
Mars,1,E/139/S,TRAPPIST-1e,25.0,0,0.0,0.0,0.0,0.0,0.0,False
Earth,1,G/293/S,TRAPPIST-1e,30.0,0,0.0,0.0,0.0,0.0,0.0,True
Earth,1,G/305/P,TRAPPIST-1e,0.0,0,0.0,0.0,0.0,0.0,0.0,False
Earth,0,F/374/P,PSO J318.5-22,29.0,0,0.0,0.0,0.0,486.0,1479.0,False
Earth,0,G/306/P,TRAPPIST-1e,37.0,0,28.0,25.0,26.0,806.0,3.0,False
Earth,0,F/375/P,TRAPPIST-1e,49.0,0,0.0,0.0,0.0,724.0,0.0,False
Europa,0,D/58/P,TRAPPIST-1e,36.0,0,0.0,583.0,1789.0,19.0,1009.0,False
Earth,0,F/376/P,55 Cancri e,20.0,0,470.0,128.0,0.0,0.0,9.0,False
Earth,0,F/377/P,TRAPPIST-1e,20.0,0,2215.0,0.0,0.0,86.0,0.0,True
Europa,0,C/71/S,55 Cancri e,18.0,0,0.0,16263.0,72.0,0.0,15.0,True
Europa,1,G/974/P,55 Cancri e,17.0,0,0.0,0.0,0.0,0.0,0.0,True
Mars,1,E/140/S,TRAPPIST-1e,48.0,0,0.0,0.0,0.0,0.0,0.0,False
Earth,0,E/141/S,TRAPPIST-1e,26.0,0,0.0,3.0,176.0,611.0,0.0,False
Earth,0,G/295/S,TRAPPIST-1e,35.0,0,0.0,88.0,718.0,46.0,0.0,False
Earth,0,F/361/S,TRAPPIST-1e,30.0,0,116.0,0.0,0.0,728.0,29.0,True
Earth,0,F/378/P,TRAPPIST-1e,22.0,0,0.0,0.0,22.0,0.0,702.0,False
Earth,1,G/307/P,TRAPPIST-1e,5.0,0,0.0,0.0,0.0,0.0,0.0,False
Earth,1,G/308/P,55 Cancri e,43.0,0,0.0,0.0,0.0,0.0,0.0,False
Mars,1,E/142/S,TRAPPIST-1e,52.0,0,0.0,0.0,0.0,0.0,0.0,False
Europa,0,D/59/P,TRAPPIST-1e,50.0,0,5.0,809.0,0.0,309.0,731.0,True
Europa,0,D/56/P,TRAPPIST-1e,29.0,0,4.0,841.0,0.0,363.0,1107.0,True
Europa,0,D/59/P,55 Cancri e,19.0,0,0.0,748.0,158.0,5037.0,44.0,False
Europa,0,C/72/S,55 Cancri e,39.0,0,0.0,10153.0,1.0,78.0,5063.0,True
Europa,0,C/72/S,TRAPPIST-1e,38.0,0,0.0,354.0,0.0,1806.0,0.0,True
Earth,1,G/296/S,55 Cancri e,21.0,0,0.0,0.0,0.0,0.0,0.0,False
Earth,0,G/297/S,PSO J318.5-22,25.0,0,11.0,44.0,397.0,0.0,0.0,False
Europa,1,A/14/P,55 Cancri e,42.0,0,0.0,0.0,0.0,0.0,0.0,True
Europa,1,A/14/P,55 Cancri e,36.0,0,0.0,0.0,0.0,0.0,0.0,True
Earth,0,G/298/S,TRAPPIST-1e,19.0,0,42.0,0.0,345.0,1431.0,0.0,False
Earth,1,G/309/P,TRAPPIST-1e,42.0,0,0.0,0.0,0.0,0.0,0.0,False
Earth,0,F/364/S,55 Cancri e,40.0,0,1465.0,39.0,0.0,0.0,1225.0,False
Earth,1,G/299/S,TRAPPIST-1e,14.0,0,0.0,0.0,0.0,0.0,0.0,False
Europa,0,D/60/P,TRAPPIST-1e,50.0,0,0.0,1810.0,0.0,126.0,247.0,False
Mars,0,E/115/P,TRAPPIST-1e,18.0,0,1218.0,0.0,34.0,1095.0,0.0,False
Earth,0,G/300/S,TRAPPIST-1e,46.0,0,8.0,652.0,0.0,5.0,90.0,False
Earth,0,E/116/P,TRAPPIST-1e,27.0,0,0.0,51.0,0.0,37.0,704.0,False
Europa,1,D/61/P,TRAPPIST-1e,15.0,0,0.0,0.0,0.0,0.0,0.0,True
Europa,0,D/61/P,55 Cancri e,22.0,0,1744.0,79.0,0.0,12.0,1514.0,False
